,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
5006.64,0.017648,0.017506,0.017529,0.0078469,0.0076807,0.0076418,0.0030589,0.0028349,0.0030186,0.0096091,0.0078085,0.0077628,0.0042637,0.0035169,0.0033736,0.00043271,0.00034623,0.00035341,0.0018032,0.0015603,0.0015391,0.0009245,0.00080811,0.00077512
5020.24,0.017557,0.017416,0.017439,0.0078196,0.0076543,0.0076156,0.0030233,0.0028066,0.0029904,0.0095466,0.007753,0.0077114,0.0042464,0.003498,0.0033564,0.00039996,0.00034265,0.00035002,0.0017908,0.0015487,0.0015283,0.00092021,0.0008034,0.00077078
5033.85,0.017467,0.017327,0.017351,0.0077925,0.0076281,0.0075896,0.0029881,0.0027787,0.0029625,0.0094849,0.0076982,0.0076607,0.0042292,0.0034792,0.0033394,0.00036459,0.00033919,0.00034667,0.0017785,0.0015373,0.0015176,0.00091595,0.00079874,0.00076648
5047.45,0.017378,0.017239,0.017264,0.0077657,0.0076022,0.0075639,0.0029533,0.0027511,0.0029349,0.0094239,0.0076441,0.0076107,0.0042122,0.0034607,0.0033226,0.00033002,0.00033586,0.00034335,0.0017664,0.0015261,0.0015071,0.00091176,0.00079412,0.00076222
5061.06,0.01729,0.017152,0.017177,0.0077393,0.0075766,0.0075385,0.0029188,0.0027238,0.0029076,0.0093635,0.0075907,0.0075613,0.0041955,0.0034423,0.003306,0.00029938,0.00033262,0.00034005,0.0017545,0.001515,0.0014967,0.00090763,0.00078957,0.00075802
5074.66,0.017202,0.017065,0.017091,0.0077132,0.0075514,0.0075135,0.0028845,0.0026965,0.0028802,0.0093035,0.0075377,0.0075122,0.0041789,0.0034242,0.0032896,0.00027518,0.00032947,0.00033677,0.0017426,0.001504,0.0014864,0.00090356,0.00078508,0.00075389
5088.27,0.017114,0.016978,0.017005,0.0076876,0.0075265,0.0074888,0.0028498,0.0026688,0.0028523,0.0092431,0.0074845,0.0074629,0.0041625,0.0034064,0.0032734,0.00025914,0.00032629,0.00033342,0.0017307,0.0014929,0.001476,0.00089954,0.00078064,0.0007498
5101.87,0.017035,0.0169,0.016928,0.0076621,0.0075019,0.0074643,0.0028207,0.0026466,0.0028304,0.009188,0.0074358,0.0074181,0.0041463,0.0033887,0.0032574,0.00025276,0.00032381,0.00033077,0.0017198,0.0014828,0.0014666,0.00089555,0.00077625,0.00074576
5115.48,0.016946,0.016811,0.01684,0.0076367,0.0074773,0.0074399,0.0027859,0.0026185,0.0028021,0.0091272,0.0073825,0.0073686,0.0041302,0.003371,0.0032414,0.0002551,0.00032061,0.00032737,0.0017078,0.0014717,0.0014562,0.00089158,0.00077188,0.00074174
5129.08,0.016859,0.016725,0.016755,0.0076113,0.0074527,0.0074155,0.002753,0.0025924,0.0027758,0.009068,0.0073306,0.0073205,0.004114,0.0033535,0.0032256,0.00026619,0.00031761,0.00032422,0.0016961,0.001461,0.0014461,0.00088761,0.00076753,0.00073774
5142.69,0.016773,0.01664,0.01667,0.0075857,0.0074279,0.0073909,0.0027208,0.0025669,0.0027502,0.0090091,0.0072792,0.0072727,0.0040977,0.0033359,0.0032097,0.00028443,0.00031463,0.00032114,0.0016845,0.0014503,0.0014362,0.00088363,0.00076319,0.00073374
5156.29,0.016687,0.016555,0.016586,0.00756,0.007403,0.0073661,0.0026891,0.0025418,0.0027249,0.0089506,0.0072281,0.0072254,0.0040814,0.0033183,0.0031938,0.00030769,0.00031164,0.00031811,0.001673,0.0014397,0.0014263,0.00087962,0.00075885,0.00072975
5169.9,0.016602,0.016471,0.016502,0.0075342,0.007378,0.0073413,0.0026579,0.0025171,0.0027001,0.0088926,0.0071776,0.0071785,0.0040651,0.0033008,0.0031779,0.00033328,0.00030862,0.00031513,0.0016617,0.0014293,0.0014165,0.0008756,0.00075453,0.00072577
5183.5,0.016518,0.016387,0.016419,0.0075085,0.007353,0.0073165,0.002627,0.0024928,0.0026755,0.0088352,0.0071276,0.0071322,0.0040488,0.0032833,0.0031621,0.00035821,0.00030556,0.00031218,0.0016504,0.001419,0.0014068,0.00087158,0.00075022,0.00072181
5197.11,0.016435,0.016305,0.016338,0.0074829,0.0073281,0.0072918,0.0025966,0.0024687,0.0026512,0.0087784,0.0070784,0.0070865,0.0040325,0.003266,0.0031464,0.00037947,0.00030248,0.00030927,0.0016393,0.0014088,0.0013972,0.00086756,0.00074595,0.00071789
5210.71,0.016353,0.016224,0.016258,0.0074575,0.0073035,0.0072673,0.0025663,0.0024448,0.0026271,0.0087223,0.0070297,0.0070414,0.0040165,0.0032488,0.0031309,0.00039441,0.00029936,0.00030637,0.0016283,0.0013987,0.0013878,0.00086357,0.00074173,0.000714
5224.32,0.016272,0.016144,0.016178,0.0074322,0.007279,0.007243,0.002536,0.0024208,0.0026028,0.0086666,0.0069816,0.0069968,0.0040004,0.0032318,0.0031155,0.00040099,0.0002962,0.00030346,0.0016174,0.0013888,0.0013785,0.00085958,0.00073753,0.00071014
5237.92,0.016191,0.016063,0.016098,0.0074081,0.0072555,0.0072196,0.0025055,0.0023964,0.002578,0.008611,0.0069335,0.0069522,0.003985,0.0032152,0.0031005,0.0003982,0.00029299,0.0003005,0.0016065,0.0013789,0.0013692,0.00085572,0.00073346,0.00070641
5251.53,0.016113,0.015985,0.016021,0.0073849,0.007233,0.0071973,0.0024788,0.0023759,0.0025575,0.0085572,0.006887,0.0069091,0.0039701,0.0031992,0.0030861,0.00038678,0.00029026,0.00029802,0.001596,0.0013693,0.0013602,0.00085195,0.0007295,0.00070278
5265.13,0.016033,0.015906,0.015942,0.0073607,0.0072094,0.0071739,0.0024496,0.0023528,0.002534,0.0085024,0.00684,0.0068654,0.0039547,0.0031827,0.0030713,0.00036685,0.00028724,0.00029521,0.0015853,0.0013595,0.0013511,0.00084807,0.00072546,0.00069907
5278.74,0.015953,0.015827,0.015864,0.0073366,0.0071861,0.0071507,0.002421,0.0023301,0.0025109,0.0084478,0.0067931,0.0068219,0.0039393,0.0031664,0.0030565,0.00034089,0.00028433,0.00029245,0.0015747,0.0013499,0.001342,0.00084419,0.00072146,0.0006954
5292.34,0.015873,0.015747,0.015785,0.0073126,0.0071626,0.0071274,0.0023927,0.0023077,0.0024883,0.0083933,0.0067463,0.0067785,0.003924,0.0031502,0.0030419,0.00031148,0.00028152,0.00028973,0.0015641,0.0013403,0.001333,0.00084032,0.00071747,0.00069174
5305.95,0.015793,0.015668,0.015706,0.0072883,0.0071391,0.007104,0.0023649,0.0022858,0.0024659,0.008339,0.0066999,0.0067353,0.0039086,0.0031339,0.0030272,0.00028138,0.00027883,0.00028706,0.0015535,0.0013307,0.001324,0.00083642,0.00071349,0.00068808
5319.55,0.015714,0.01559,0.015628,0.0072639,0.0071153,0.0070804,0.0023375,0.0022642,0.002444,0.0082849,0.0066538,0.0066924,0.0038931,0.0031176,0.0030125,0.00025327,0.00027625,0.00028443,0.001543,0.0013212,0.0013151,0.00083251,0.0007095,0.00068442
5333.16,0.015635,0.015512,0.015551,0.0072394,0.0070914,0.0070567,0.0023104,0.0022429,0.0024223,0.0082313,0.0066081,0.00665,0.0038775,0.0031013,0.0029978,0.00022946,0.00027376,0.00028184,0.0015326,0.0013118,0.0013063,0.00082858,0.00070552,0.00068077
5346.76,0.015558,0.015434,0.015474,0.0072147,0.0070674,0.0070328,0.0022837,0.0022219,0.0024009,0.0081782,0.006563,0.006608,0.0038619,0.003085,0.0029831,0.00021173,0.00027135,0.00027928,0.0015223,0.0013025,0.0012976,0.00082465,0.00070155,0.00067712
5360.37,0.015481,0.015358,0.015399,0.0071897,0.007043,0.0070086,0.0022572,0.002201,0.0023796,0.0081256,0.0065184,0.0065666,0.0038461,0.0030687,0.0029683,0.00020124,0.00026899,0.00027673,0.0015121,0.0012934,0.001289,0.00082069,0.00069756,0.00067345
5373.97,0.015406,0.015284,0.015325,0.0071659,0.0070198,0.0069856,0.0022308,0.0021801,0.0023582,0.0080741,0.0064747,0.006526,0.0038309,0.0030528,0.002954,0.00019852,0.00026663,0.00027418,0.0015022,0.0012844,0.0012806,0.00081687,0.0006937,0.00066991
5387.58,0.015332,0.01521,0.015252,0.0071464,0.0070009,0.0069668,0.0022061,0.0021608,0.0023387,0.0080236,0.0064319,0.0064862,0.0038181,0.0030389,0.0029416,0.00020358,0.00026445,0.00027183,0.0014924,0.0012756,0.0012723,0.00081357,0.00069029,0.0006668
5401.18,0.015258,0.015136,0.015179,0.0071222,0.0069772,0.0069432,0.0021803,0.0021404,0.0023177,0.0079724,0.0063887,0.006446,0.0038027,0.003023,0.0029272,0.00021542,0.00026209,0.00026933,0.0014825,0.0012667,0.001264,0.00080974,0.00068642,0.00066325
5414.79,0.015184,0.015063,0.015106,0.007099,0.0069546,0.0069208,0.0021549,0.0021203,0.0022972,0.0079216,0.0063459,0.0064063,0.0037879,0.0030076,0.0029133,0.00023281,0.00025973,0.00026688,0.0014727,0.0012579,0.0012558,0.00080605,0.00068268,0.00065981
5428.39,0.01511,0.014989,0.015033,0.0070762,0.0069323,0.0068987,0.0021298,0.0021005,0.0022768,0.007871,0.0063033,0.0063667,0.0037733,0.0029924,0.0028997,0.00025386,0.00025734,0.00026445,0.0014629,0.0012492,0.0012476,0.00080242,0.00067898,0.00065643
5442.0,0.015036,0.014915,0.01496,0.0070535,0.0069101,0.0068766,0.002105,0.0020809,0.0022567,0.0078205,0.0062609,0.0063271,0.0037587,0.0029773,0.0028861,0.00027625,0.00025493,0.00026205,0.0014532,0.0012405,0.0012394,0.00079882,0.00067531,0.00065307
5455.6,0.014962,0.014842,0.014887,0.0070306,0.0068878,0.0068545,0.0020805,0.0020616,0.0022369,0.00777,0.0062186,0.0062877,0.0037441,0.0029623,0.0028725,0.0002975,0.00025248,0.00025968,0.0014435,0.0012318,0.0012312,0.00079523,0.00067165,0.00064971
5469.21,0.014888,0.014768,0.014813,0.0070076,0.0068653,0.0068321,0.0020564,0.0020426,0.0022174,0.0077196,0.0061765,0.0062484,0.0037294,0.0029471,0.0028589,0.00031515,0.00025002,0.00025735,0.0014338,0.0012232,0.0012231,0.00079164,0.00066798,0.00064635
5482.81,0.014814,0.014695,0.014741,0.0069842,0.0068425,0.0068095,0.0020327,0.0020239,0.0021982,0.0076694,0.0061346,0.0062094,0.0037145,0.0029319,0.0028452,0.00032711,0.00024756,0.00025506,0.0014241,0.0012146,0.0012151,0.00078804,0.0006643,0.00064297
5496.42,0.014741,0.014622,0.014668,0.0069604,0.0068192,0.0067863,0.0020092,0.0020055,0.0021792,0.0076194,0.006093,0.0061706,0.0036993,0.0029166,0.0028313,0.0003319,0.0002451,0.00025279,0.0014145,0.0012061,0.0012071,0.00078441,0.00066058,0.00063956
5510.02,0.014666,0.014547,0.014594,0.0069337,0.0067931,0.0067603,0.001986,0.0019872,0.0021604,0.0075685,0.0060508,0.0061311,0.0036827,0.0029001,0.0028163,0.00032881,0.00024266,0.00025055,0.0014048,0.0011975,0.0011989,0.00078048,0.00065662,0.00063591
5523.63,0.014608,0.014489,0.014537,0.0069242,0.0067838,0.0067512,0.0019638,0.0019697,0.0021423,0.007527,0.006016,0.0060991,0.0036752,0.0028908,0.0028084,0.00031818,0.00024032,0.00024839,0.0013968,0.0011904,0.0011923,0.00077852,0.0006543,0.00063385
5537.23,0.014533,0.014414,0.014462,0.0068963,0.0067565,0.006724,0.0019409,0.0019517,0.0021237,0.0074762,0.0059741,0.0060598,0.0036579,0.0028739,0.002793,0.00030082,0.00023796,0.00024618,0.0013871,0.0011818,0.0011842,0.00077449,0.00065024,0.00063011
5550.84,0.014463,0.014344,0.014393,0.0068732,0.0067338,0.0067015,0.0019184,0.001934,0.0021055,0.0074282,0.0059345,0.0060228,0.0036431,0.002859,0.0027796,0.00027856,0.00023568,0.000244,0.0013779,0.0011737,0.0011766,0.00077103,0.00064666,0.00062682
5564.44,0.014394,0.014276,0.014325,0.0068509,0.006712,0.0066799,0.0018962,0.0019165,0.0020873,0.0073809,0.0058954,0.0059864,0.0036289,0.0028446,0.0027666,0.00025351,0.00023347,0.00024184,0.0013688,0.0011657,0.0011691,0.00076768,0.00064317,0.00062363
5578.05,0.014325,0.014207,0.014257,0.0068292,0.0066907,0.0066587,0.0018742,0.0018991,0.0020693,0.0073339,0.0058567,0.0059503,0.0036149,0.0028304,0.0027539,0.00022792,0.00023134,0.00023969,0.0013599,0.0011578,0.0011617,0.00076441,0.00063975,0.00062049
5591.65,0.014257,0.014139,0.014189,0.0068077,0.0066696,0.0066377,0.0018525,0.0018819,0.0020514,0.0072869,0.0058181,0.0059143,0.003601,0.0028164,0.0027412,0.00020394,0.00022928,0.00023757,0.0013509,0.00115,0.0011542,0.00076117,0.00063636,0.00061739
5605.26,0.014188,0.014071,0.014121,0.0067862,0.0066486,0.0066168,0.001831,0.0018649,0.0020338,0.00724,0.0057796,0.0058783,0.0035871,0.0028024,0.0027287,0.00018344,0.00022729,0.00023546,0.001342,0.0011421,0.0011468,0.00075795,0.00063298,0.00061431
5618.86,0.014119,0.014002,0.014053,0.0067645,0.0066273,0.0065957,0.0018098,0.0018481,0.0020164,0.0071931,0.0057412,0.0058424,0.0035732,0.0027884,0.0027161,0.00016791,0.00022537,0.00023339,0.001333,0.0011343,0.0011395,0.00075473,0.00062961,0.00061122
5632.47,0.01405,0.013933,0.013984,0.0067425,0.0066057,0.0065742,0.0017889,0.0018316,0.0019992,0.0071461,0.0057028,0.0058064,0.003559,0.0027743,0.0027034,0.00015833,0.00022351,0.00023135,0.0013241,0.0011264,0.0011321,0.00075146,0.00062622,0.00060812
5646.07,0.01398,0.013863,0.013915,0.0067194,0.0065831,0.0065517,0.0017682,0.0018153,0.0019823,0.0070985,0.005664,0.00577,0.0035443,0.0027598,0.0026903,0.00015522,0.00022168,0.00022933,0.001315,0.0011186,0.0011246,0.00074809,0.00062274,0.00060493
5659.68,0.013912,0.013795,0.013847,0.0066964,0.0065605,0.0065293,0.0017479,0.0017994,0.0019657,0.0070522,0.0056263,0.0057347,0.0035297,0.0027453,0.0026773,0.0001586,0.00021987,0.00022736,0.0013062,0.0011109,0.0011174,0.00074472,0.00061928,0.00060176
5673.28,0.013858,0.013741,0.013794,0.0066834,0.0065477,0.0065166,0.0017282,0.0017837,0.0019493,0.0070134,0.0055946,0.0057055,0.0035203,0.002735,0.0026683,0.00016795,0.00021808,0.00022541,0.0012988,0.0011044,0.0011113,0.00074246,0.00061676,0.00059949
5686.89,0.013788,0.013671,0.013725,0.0066593,0.006524,0.0064931,0.0017082,0.001768,0.001933,0.0069662,0.0055564,0.0056696,0.0035051,0.0027203,0.0026549,0.00018225,0.00021624,0.00022347,0.0012899,0.0010966,0.001104,0.00073898,0.00061323,0.00059625
5700.49,0.013722,0.013605,0.013659,0.0066372,0.0065023,0.0064715,0.0016886,0.0017525,0.0019168,0.0069211,0.0055199,0.0056354,0.0034909,0.0027063,0.0026424,0.00020006,0.00021439,0.00022155,0.0012813,0.0010892,0.001097,0.0007357,0.00060989,0.0005932
5714.1,0.013658,0.013541,0.013595,0.0066159,0.0064813,0.0064506,0.0016692,0.0017372,0.0019007,0.0068768,0.0054841,0.0056019,0.0034771,0.0026928,0.0026302,0.00021951,0.00021249,0.00021964,0.0012729,0.0010819,0.0010901,0.00073251,0.00060664,0.00059023
5727.7,0.013594,0.013477,0.013532,0.006595,0.0064607,0.0064302,0.0016499,0.0017219,0.0018848,0.0068329,0.0054487,0.0055688,0.0034636,0.0026794,0.0026182,0.00023855,0.00021056,0.00021774,0.0012646,0.0010747,0.0010833,0.00072936,0.00060344,0.00058731
5741.31,0.013531,0.013414,0.013469,0.0065745,0.0064406,0.0064101,0.0016308,0.0017068,0.0018689,0.0067893,0.0054136,0.0055359,0.0034502,0.0026663,0.0026065,0.00025509,0.0002086,0.00021586,0.0012564,0.0010676,0.0010766,0.00072624,0.0006003,0.00058444
5754.91,0.013467,0.01335,0.013406,0.0065542,0.0064206,0.0063903,0.0016119,0.0016918,0.0018531,0.0067458,0.0053786,0.0055031,0.003437,0.0026533,0.0025948,0.0002673,0.00020661,0.00021399,0.0012481,0.0010605,0.0010699,0.00072314,0.00059718,0.00058159
5768.52,0.013403,0.013286,0.013342,0.0065339,0.0064006,0.0063705,0.0015932,0.0016769,0.0018375,0.0067021,0.0053436,0.0054703,0.0034238,0.0026404,0.0025832,0.00027376,0.00020463,0.00021214,0.0012399,0.0010534,0.0010632,0.00072004,0.00059408,0.00057876
5782.12,0.013338,0.013221,0.013278,0.0065134,0.0063804,0.0063504,0.0015748,0.0016622,0.0018221,0.0066582,0.0053084,0.0054372,0.0034105,0.0026273,0.0025715,0.00027373,0.00020265,0.00021031,0.0012316,0.0010463,0.0010564,0.00071689,0.00059097,0.00057592
5795.73,0.013271,0.013154,0.013211,0.0064917,0.006359,0.0063291,0.0015565,0.0016477,0.0018068,0.006613,0.0052722,0.005403,0.0033965,0.0026139,0.0025594,0.00026711,0.0002007,0.00020849,0.0012231,0.0010389,0.0010495,0.0007136,0.00058776,0.00057299
5809.33,0.013204,0.013087,0.013145,0.006469,0.0063367,0.0063069,0.0015386,0.0016336,0.0017919,0.0065683,0.0052366,0.0053694,0.003382,0.0026001,0.0025469,0.00025459,0.00019882,0.00020673,0.0012147,0.0010317,0.0010426,0.00071021,0.00058448,0.00056998
5822.94,0.01316,0.013043,0.013101,0.0064563,0.0063241,0.0062944,0.0015216,0.0016202,0.0017778,0.0065346,0.0052099,0.0053449,0.0033728,0.0025904,0.0025384,0.00023743,0.00019705,0.00020505,0.0012083,0.0010262,0.0010376,0.0007079,0.00058211,0.00056786
5836.54,0.013095,0.012977,0.013036,0.0064346,0.0063026,0.0062731,0.001504,0.0016062,0.0017631,0.0064905,0.0051748,0.0053118,0.0033588,0.002577,0.0025264,0.00021702,0.00019527,0.00020331,0.0012,0.0010191,0.0010308,0.00070459,0.00057894,0.00056495
5850.15,0.013032,0.012915,0.012974,0.0064136,0.0062819,0.0062525,0.0014868,0.0015926,0.0017487,0.006448,0.0051411,0.0052801,0.0033452,0.002564,0.0025147,0.00019529,0.00019357,0.0002016,0.001192,0.0010123,0.0010244,0.00070136,0.00057585,0.00056213
5863.75,0.012971,0.012854,0.012913,0.0063931,0.0062617,0.0062324,0.0014697,0.0015791,0.0017344,0.0064063,0.0051081,0.005249,0.0033319,0.0025513,0.0025032,0.00017403,0.00019193,0.00019991,0.0011842,0.0010056,0.001018,0.00069818,0.00057281,0.00055935
5877.36,0.012911,0.012794,0.012853,0.006373,0.0062418,0.0062126,0.0014529,0.0015657,0.0017202,0.0063652,0.0050756,0.0052185,0.0033188,0.0025387,0.0024919,0.00015487,0.00019035,0.00019823,0.0011765,0.00099906,0.0010118,0.00069504,0.00056982,0.00055662
5890.96,0.012852,0.012734,0.012794,0.0063532,0.0062223,0.0061933,0.0014361,0.0015524,0.0017061,0.0063245,0.0050435,0.0051883,0.0033058,0.0025263,0.0024808,0.00013917,0.00018881,0.00019656,0.0011688,0.00099256,0.0010057,0.00069195,0.00056688,0.00055394
5904.57,0.012793,0.012675,0.012736,0.0063339,0.0062031,0.0061742,0.0014196,0.0015392,0.001692,0.006284,0.0050116,0.0051583,0.0032931,0.0025141,0.0024699,0.00012796,0.00018731,0.0001949,0.0011612,0.00098611,0.00099956,0.0006889,0.00056398,0.0005513
5918.17,0.012734,0.012616,0.012677,0.0063147,0.0061842,0.0061554,0.0014031,0.001526,0.0016781,0.0062435,0.0049798,0.0051284,0.0032805,0.0025021,0.0024591,0.00012191,0.00018584,0.00019324,0.0011536,0.00097968,0.00099347,0.00068588,0.00056112,0.00054868
5931.78,0.012674,0.012556,0.012617,0.0062957,0.0061653,0.0061367,0.0013868,0.0015129,0.0016641,0.0062028,0.0049479,0.0050982,0.0032679,0.0024901,0.0024484,0.00012131,0.00018437,0.0001916,0.001146,0.00097322,0.00098734,0.00068287,0.00055827,0.00054609
5945.38,0.012611,0.012493,0.012554,0.006276,0.0061458,0.0061173,0.0013705,0.0014997,0.0016501,0.0061606,0.0049147,0.0050668,0.003255,0.0024779,0.0024374,0.00012603,0.00018286,0.00018993,0.0011381,0.00096652,0.00098097,0.00067981,0.00055538,0.00054345
5958.99,0.012547,0.012428,0.01249,0.0062551,0.0061251,0.0060967,0.0013546,0.001487,0.0016365,0.0061179,0.0048812,0.005035,0.0032414,0.0024653,0.002426,0.0001356,0.0001814,0.00018833,0.0011301,0.00095977,0.00097453,0.00067661,0.00055239,0.00054071
5972.59,0.012508,0.012389,0.012452,0.0062406,0.0061107,0.0060824,0.0013403,0.001476,0.0016248,0.0060872,0.0048576,0.0050134,0.0032312,0.0024552,0.0024171,0.00014921,0.00018011,0.00018695,0.0011244,0.00095496,0.00097007,0.00067413,0.00054998,0.00053853
5986.2,0.012447,0.012328,0.012391,0.0062208,0.0060911,0.006063,0.0013248,0.0014635,0.0016115,0.0060462,0.0048256,0.004983,0.0032183,0.0024431,0.0024063,0.00016525,0.00017859,0.00018537,0.0011167,0.0009485,0.00096392,0.00067109,0.00054712,0.00053592
5999.8,0.012388,0.012269,0.012332,0.0062013,0.0060717,0.0060437,0.0013096,0.0014514,0.0015985,0.0060063,0.0047945,0.0049536,0.0032054,0.0024311,0.0023955,0.00018229,0.00017708,0.00018384,0.0011093,0.00094223,0.00095796,0.00066809,0.00054428,0.00053333
6013.41,0.01233,0.012211,0.012274,0.0061817,0.0060524,0.0060245,0.0012946,0.0014395,0.0015857,0.005967,0.004764,0.0049248,0.0031926,0.0024192,0.0023848,0.00019859,0.00017555,0.00018233,0.0011019,0.00093608,0.00095212,0.00066511,0.00054146,0.00053075
6027.01,0.012273,0.012154,0.012218,0.0061624,0.0060331,0.0060054,0.0012798,0.0014277,0.0015731,0.0059283,0.004734,0.0048964,0.0031799,0.0024073,0.0023741,0.00021242,0.00017399,0.00018084,0.0010947,0.00093003,0.00094637,0.00066216,0.00053866,0.0005282
6040.62,0.012218,0.012098,0.012162,0.0061433,0.0060142,0.0059865,0.0012652,0.001416,0.0015606,0.00589,0.0047044,0.0048685,0.0031673,0.0023956,0.0023636,0.00022231,0.00017243,0.00017936,0.0010876,0.00092407,0.00094071,0.00065926,0.0005359,0.00052568
6054.22,0.012163,0.012043,0.012107,0.0061245,0.0059955,0.005968,0.0012506,0.0014043,0.0015481,0.0058522,0.0046752,0.0048409,0.0031548,0.0023841,0.0023533,0.00022717,0.00017085,0.00017788,0.0010805,0.00091818,0.00093512,0.00065641,0.00053318,0.00052319
6067.83,0.012108,0.011988,0.012053,0.0061061,0.0059772,0.0059498,0.0012362,0.0013927,0.0015356,0.0058146,0.0046463,0.0048136,0.0031426,0.0023728,0.0023431,0.00022649,0.00016927,0.00017641,0.0010736,0.00091235,0.00092958,0.00065362,0.0005305,0.00052075
6081.43,0.012053,0.011933,0.011998,0.0060881,0.0059593,0.005932,0.0012219,0.0013811,0.0015231,0.005777,0.0046174,0.0047863,0.0031305,0.0023616,0.0023331,0.00022029,0.0001677,0.00017494,0.0010666,0.00090653,0.00092404,0.00065088,0.00052786,0.00051834
6095.04,0.011996,0.011876,0.011942,0.0060702,0.0059415,0.0059143,0.0012074,0.0013692,0.0015102,0.0057387,0.004588,0.0047583,0.0031185,0.0023505,0.0023232,0.00020916,0.00016611,0.00017342,0.0010594,0.00090059,0.00091839,0.00064818,0.00052525,0.00051596
6108.64,0.011938,0.011817,0.011883,0.006052,0.0059234,0.0058963,0.0011933,0.0013577,0.0014978,0.0056996,0.0045578,0.0047296,0.0031064,0.0023393,0.0023132,0.00019423,0.00016459,0.00017196,0.0010522,0.00089454,0.0009126,0.00064546,0.00052262,0.00051356
6122.25,0.011897,0.011775,0.011842,0.006035,0.0059064,0.0058795,0.0011812,0.0013487,0.0014882,0.0056685,0.0045344,0.0047078,0.0030949,0.0023287,0.0023037,0.00017708,0.00016342,0.00017081,0.0010464,0.00088979,0.00090815,0.00064288,0.0005201,0.00051127
6135.85,0.011841,0.011719,0.011786,0.0060171,0.0058886,0.0058618,0.0011674,0.0013375,0.001476,0.0056307,0.0045055,0.0046803,0.0030829,0.0023177,0.0022938,0.00015858,0.00016201,0.00016938,0.0010394,0.00088397,0.0009026,0.00064022,0.00051752,0.00050892
6149.46,0.011786,0.011664,0.011731,0.0059991,0.0058706,0.0058439,0.001154,0.0013266,0.0014642,0.0055935,0.004477,0.0046532,0.0030708,0.0023067,0.002284,0.00014051,0.00016069,0.00016799,0.0010325,0.00087826,0.00089714,0.00063755,0.00051493,0.00050656
6163.06,0.011731,0.011609,0.011677,0.0059808,0.0058524,0.0058259,0.0011408,0.0013159,0.0014527,0.0055566,0.0044489,0.0046265,0.0030586,0.0022957,0.002274,0.00012414,0.00015943,0.00016663,0.0010257,0.00087261,0.00089175,0.00063487,0.00051233,0.00050419
6176.67,0.011678,0.011555,0.011623,0.0059625,0.0058342,0.0058077,0.0011278,0.0013055,0.0014413,0.0055201,0.0044212,0.0046001,0.0030464,0.0022846,0.0022641,0.00011057,0.00015822,0.0001653,0.0010189,0.00086703,0.00088643,0.00063219,0.00050974,0.00050182
6190.27,0.011625,0.011502,0.01157,0.0059441,0.0058158,0.0057895,0.0011149,0.0012951,0.0014301,0.0054841,0.0043938,0.0045741,0.0030342,0.0022736,0.0022542,0.00010066,0.00015705,0.00016397,0.0010122,0.00086153,0.00088118,0.00062951,0.00050715,0.00049946
6203.88,0.011573,0.011449,0.011518,0.0059259,0.0057977,0.0057714,0.0011022,0.0012849,0.001419,0.0054484,0.0043669,0.0045485,0.003022,0.0022627,0.0022444,9.4997e-05,0.00015591,0.00016266,0.0010056,0.00085611,0.00087602,0.00062685,0.00050459,0.00049711
6217.48,0.011521,0.011398,0.011467,0.0059079,0.0057797,0.0057536,0.0010896,0.0012747,0.0014079,0.0054132,0.0043403,0.0045233,0.00301,0.0022519,0.0022347,9.3874e-05,0.00015477,0.00016136,0.00099913,0.00085077,0.00087093,0.00062422,0.00050205,0.0004948
6231.09,0.011471,0.011347,0.011416,0.0058903,0.0057621,0.0057361,0.0010771,0.0012645,0.0013968,0.0053783,0.004314,0.0044983,0.0029981,0.0022412,0.0022251,9.7275e-05,0.00015361,0.00016005,0.00099269,0.00084549,0.00086589,0.00062163,0.00049956,0.00049252
6244.69,0.01142,0.011296,0.011365,0.0058729,0.0057447,0.0057188,0.0010645,0.0012541,0.0013854,0.0053435,0.0042878,0.0044734,0.0029863,0.0022307,0.0022157,0.00010484,0.00015241,0.00015871,0.00098626,0.00084023,0.00086087,0.00061906,0.00049709,0.00049027
6258.3,0.011368,0.011244,0.011314,0.0058564,0.0057282,0.0057024,0.0010521,0.0012438,0.0013741,0.0053085,0.0042614,0.0044482,0.002975,0.0022206,0.0022067,0.00011589,0.0001512,0.00015739,0.00097979,0.00083493,0.0008558,0.00061659,0.00049471,0.00048811
6271.9,0.011323,0.011198,0.011268,0.0058398,0.0057116,0.0056859,0.0010415,0.001236,0.0013656,0.0052763,0.0042374,0.0044255,0.0029637,0.0022104,0.0021976,0.00012966,0.00015025,0.00015638,0.00097385,0.0008301,0.00085121,0.0006141,0.00049233,0.00048595
6285.51,0.011272,0.011147,0.011217,0.005823,0.0056948,0.0056692,0.0010292,0.0012258,0.0013545,0.0052417,0.0042115,0.0044008,0.0029523,0.0022002,0.0021885,0.00014438,0.00014898,0.00015507,0.00096748,0.0008249,0.00084623,0.00061158,0.00048994,0.00048378
6299.11,0.011222,0.011096,0.011167,0.0058063,0.005678,0.0056526,0.0010174,0.001216,0.0013438,0.0052073,0.0041857,0.0043762,0.0029409,0.0021901,0.0021794,0.00015888,0.00014773,0.00015381,0.00096114,0.00081974,0.00084129,0.00060906,0.00048757,0.00048161
